"data gatherer","Genus","Species","Family","Realm","Kingdom","Phylum","Class","Order","maximum body size (SVL, HBL, cm)","Source for maximum body size","Trophic position","Source/logic for trophic position","migratory?","source/logic for migration info","dispersal distance category","logic/source for dispersal distance","dispersal type (walking may need to be reworded to something that encaptures slithering)","logic/source for dispersal type","cold season dormancy?","source/logic for cold season dormancy","hot season dormancy?","source/logic for hot season dormancy","highland specialist","Pelagic habitat (for marine species)","source/logic for highland specialist","notes","origGenus","origSpecies","Terrestriality (available for mammals only; see panTHERIA metadata)","pantheria05Genus","pantheria05Species","pantheria93Genus","pantheria93Species","allPantheriaSynonyms05","pantheriaReferences","binaryName","TRY species number (for plants)","notes on body size (e.g. type of metric)","genus_species","limit_type"
"Ignacio","Cordylus","niger","Cordylidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","92","Meiri 2008",NA,NA,"non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cordylus_niger","max, min"
"Ignacio","Cordylus","oelofseni","Cordylidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","69","Meiri 2008",NA,NA,"non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cordylus_oelofseni","max, min"
"Ignacio","Platysaurus","intermedius","Cordylidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","87.5","Meiri 2008","insectivore, omnivore","Lailvaux, S. P., Alexander, G. J., & Whiting, M. J. (2003). Sex‰Ûêbased differences and similarities in locomotor performance, thermal preferences, and escape behaviour in the lizard Platysaurus intermedius wilhelmi.åÊPhysiological and Biochemical Zoology,åÊ76(4), 511-521.","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Platysaurus_intermedius","max, min"
"Ignacio","Pseudocordylus","melanotus","Cordylidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","119.4","Flemming 1993","insectivore, omnivore","McConnachie, S. (2006).åÊAn energy budget for the lizard Pseudocordylus melanotus melanotus, an extreme sit-and-wait forageråÊ(Doctoral dissertation, Faculty of Science, University of the Witwatersrand, Johannesburg).","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Only species for which there is evidence of brumation are classified as cold dormants.","No","I have found no evidence of aestivation within this species subset",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudocordylus_melanotus","min"
"Adam A","Basiliscus","vittatus","Corytophanidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","22.5","10.1111/j.1466-8238.2008.00414.x","Omnivore","10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably none disperse more than 1km in a single generation, generally","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Basiliscus_vittatus","max"
"Adam A","Crotaphytus","collaris","Crotaphytidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","13.1","10.1111/j.1466-8238.2008.00414.x","Carnivore","10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","Yes","http://reptile-database.reptarium.cz/species?genus=Woodworthia&species=maculatus","No","Personal observations during hot season","No",NA,"Personal observation below 1000m","Many reptile species undergo partial cold season dormancy termed ""brumation"". This is not full dormancy as they can return to more 'normal' activity on warm days",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crotaphytus_collaris","max"
"Adam A","Gambelia","wislizenii","Crotaphytidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","14.6","10.1111/j.1466-8238.2008.00414.x","Carnivore","10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","Yes","Brumation","No","Personal observations during hot season","No",NA,"Personal observation below 1000m","some populations carnivorous according to Perry & Garland 2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gambelia_wislizenii","min"
"Adam A","Anolis","auratus","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","5.7","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_auratus","max"
"Adam A","Anolis","barbouri","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","5.5","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_barbouri","max, min"
"Adam A","Anolis","carolinensis","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","7.5","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_carolinensis","max, min"
"Adam A","Anolis","cooki","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","7","10.1111/j.1466-8238.2008.00414.x","Insectivore","As far as I know all anoles are insectivores","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_cooki","max, min"
"Adam A","Anolis","cristatellus","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","7.8","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_cristatellus","max, min"
"Adam A","Anolis","cupreus","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","5.7","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_cupreus","max, min"
"Adam A","Anolis","cybotes","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","8.1","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_cybotes","max"
"Adam A","Anolis","distichus","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","5.8","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_distichus","max"
"Adam A","Anolis","evermanni","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","7.8","10.1111/j.1466-8238.2008.00414.x","Omnivore","10.1017/S0952836902001085","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_evermanni","max"
"Adam A","Anolis","frenatus","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","15","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_frenatus","max"
"Adam A","Anolis","gundlachi","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","7.5","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_gundlachi","max, min"
"Adam A","Anolis","humilis","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","4.5","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_humilis","max, min"
"Adam A","Anolis","intermedius","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","5.4","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_intermedius","max, min"
"Adam A","Anolis","krugi","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","5.5","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_krugi","max"
"Adam A","Anolis","lemurinus","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","7.9","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_lemurinus","max, min"
"Adam A","Anolis","limifrons","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","5.1","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_limifrons","max, min"
"Adam A","Anolis","lionotus","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","8.5","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_lionotus","max, min"
"Adam A","Anolis","marcanoi","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","6.5","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_marcanoi","max"
"Adam A","Anolis","oculatus","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","9.6","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_oculatus","max"
"Adam A","Anolis","pentaprion","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","8","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_pentaprion","max"
"Adam A","Anolis","pulchellus","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","5.1","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_pulchellus","max"
"Adam A","Anolis","roquet","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","8.6","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_roquet","max"
"Adam A","Anolis","sagrei","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","7.5","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_sagrei","max"
"Adam A","Anolis","semilineatus","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","4.7","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_semilineatus","max"
"Adam A","Anolis","shrevei","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","6","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_shrevei","max"
"Adam A","Anolis","stratulus","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","5","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_stratulus","max"
"Adam A","Anolis","tropidogaster","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","6.3","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_tropidogaster","max"
"Adam A","Anolis","tropidolepis","Dactyloidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","5.9","10.1111/j.1466-8238.2008.00414.x","Insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","Neo-Tropical","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis_tropidolepis","max, min"
"Adam A","Coleonyx","brevis","Eublepharidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","6.66","10.1111/j.1466-8238.2008.00414.x","Insectivore","http://www.jstor.org/stable/1563409","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","Yes","Brumation?","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleonyx_brevis","max, min"
"Adam A","Coleonyx","variegatus","Eublepharidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","7.7","10.1111/j.1466-8238.2008.00414.x","Insectivore","åÊhttp://www.jstor.org/stable/1442544","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","Yes","http://www.desertusa.com/reptiles/western-banded-gecko.html","No","No info- based on climate","No",NA,"Personal observation below 1000m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coleonyx_variegatus","max, min"
"Adam A","Chondrodactylus","angulifer","Gekkonidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","11.3","10.1111/j.1466-8238.2008.00414.x","Insectivore","http://www.jstor.org/stable/1443698","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","Yes","Brumation?","No","No info- based on climate","No",NA,"Based on range","No data available- assumptions based on similar species/sympatric species of other families",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chondrodactylus_angulifer","max"
"Adam A","Chondrodactylus","bibronii","Gekkonidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","10","10.1111/j.1466-8238.2008.00414.x","Insectivore","http://www.jstor.org/stable/1443698","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","Yes","Brumation?","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chondrodactylus_bibronii","max"
"Adam A","Gehyra","variegata","Gekkonidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","7.1","10.1111/j.1466-8238.2008.00414.x","Insectivore","åÊhttp://www.jstor.org/stable/1466967","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","No info- Based on climate","No","No info- based on climate","No",NA,"http://www.arkive.org/variegated-dtella/gehyra-variegata/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gehyra_variegata","max, min"
"Adam A","Hemidactylus","frenatus","Gekkonidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","6.7","10.1111/j.1466-8238.2008.00414.x","Insectivore","http://biostor.org/reference/114380","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","No info- Based on climate","No","No info- based on climate","No",NA,"Personal observation below 1000m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemidactylus_frenatus","max, min"
"Adam A","Hemidactylus","turcicus","Gekkonidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","6.1","10.1111/j.1466-8238.2008.00414.x","Insectivore","åÊhttp://www.jstor.org/stable/1565688","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","Yes","http://fieldherping.eu/Forum/viewtopic.php?f=15&t=975","No","No info- based on climate","No",NA,"Personal observation below 1000m","Cold winter dormancy seems to vary between populations of Mediterranean geckos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemidactylus_turcicus","max, min"
"Adam A","Heteronotia","binoei","Gekkonidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","5.5","10.1111/j.1466-8238.2008.00414.x","Insectivore","http://www.jstor.org/stable/1443783","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","Yes/No","Probably variation over its vast range","No","No info- based on climate","No",NA,"http://www.arod.com.au/arod/reptilia/Squamata/Gekkonidae/Heteronotia/binoei","Pianka found one plant item in a stomach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heteronotia_binoei","max, min"
